,Owner,total_capacity,num_countries,avg_iso14001,avg_iso50001,avg_responsible,centroid_lat,centroid_lon,env_score
473,Jinzhou Jinxing Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,41.188888,121.225043,0.6666666666666666
474,Jishan Mingfu Steel Products Co Ltd,0.0,1,1.0,1.0,0.0,35.665945,111.025976,0.6666666666666666
475,JiuJiang PXSteel Co Ltd,0.0,1,1.0,1.0,0.0,29.778431,116.27527,0.6666666666666666
476,Jiugang Group Yuzhong Iron & Steel Co Ltd,2628.0,1,1.0,1.0,0.0,36.033646,104.035535,0.6666666666666666
477,KG Steel Co Ltd,0.0,1,1.0,1.0,0.0,37.233173,126.707465,0.6666666666666666
478,KIC Metaliks Ltd,360.0,1,1.0,1.0,0.0,23.507539,87.277914,0.6666666666666666
479,KISCO Corp,0.0,1,1.0,1.0,0.0,35.216552,128.640158,0.6666666666666666
480,KMK Tempo JSC,0.0,1,1.0,1.0,0.0,55.726872,52.535854,0.6666666666666666
481,KSP Steel LLC,0.0,1,1.0,1.0,0.0,52.334465,76.956302,0.6666666666666666
482,KSRM Steel Plant Ltd,0.0,1,1.0,1.0,0.0,22.499834,91.715778,0.6666666666666666
483,KVV Liepājas metalurgs AS,0.0,1,1.0,1.0,0.0,56.525273,21.0267,0.6666666666666666
484,Kaavian Steel Co,0.0,1,1.0,1.0,0.0,31.283549,48.572468,0.6666666666666666
485,Kalyani Steels Ltd,0.0,1,1.0,1.0,0.0,20.601819,85.594653,0.6666666666666666
486,Kam Industries (Nigeria) Ltd,0.0,1,1.0,1.0,0.0,8.454565,4.5430531,0.6666666666666666
487,Kamet-Steel PrJSC,6630.0,1,1.0,1.0,0.0,48.528019,34.640915,0.6666666666666666
488,Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,0.0,1,1.0,1.0,0.0,41.015222,27.959978,0.6666666666666666
489,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,4920.0,1,1.0,1.0,0.0,39.9619795,29.799544500000003,0.6666666666666666
490,Kazakhstal LLP,0.0,1,1.0,1.0,0.0,49.8902647,73.7561639,0.6666666666666666
491,Khorasan Steel Complex Co,2500.0,1,1.0,1.0,0.0,36.3445,58.67875,0.6666666666666666
492,Khouzestan Oxin Steel Co,0.0,1,1.0,1.0,0.0,31.277236,48.747422,0.6666666666666666
493,Khouzestan Steel Co,6200.0,1,1.0,1.0,0.0,30.918035,48.836375000000004,0.6666666666666666
494,Kish South Kaveh Steel Co,0.0,1,1.0,1.0,0.0,27.169696,56.095207,0.6666666666666666
495,Kishiwada Steel Co Ltd,0.0,1,1.0,1.0,0.0,34.477479,135.353918,0.6666666666666666
496,Kobe Steel Ltd,12647.0,1,1.0,1.0,0.0,34.711946,135.036741,0.6666666666666666
497,Koc Metalurji AŞ,0.0,1,1.0,1.0,0.0,37.01488,36.104416,0.6666666666666666
498,Kocaer Çelik Sanayi ve Ticaret AŞ,0.0,1,1.0,1.0,0.0,37.858651,27.845846,0.6666666666666666
499,Krasnyi Oktyabr' Corporation JSC,0.0,1,1.0,1.0,0.0,48.754025,44.561004,0.6666666666666666
500,Kroman Celik Sanayii AS,0.0,1,1.0,1.0,0.0,40.801101,29.374115,0.6666666666666666
501,Kunming Iron & Steel Holding Co Ltd,0.0,1,1.0,1.0,0.0,21.423783,96.454378,0.6666666666666666
502,Kurdistan Steel Co,0.0,1,1.0,1.0,0.0,36.240352,46.278405,0.6666666666666666
503,Kurum International ShA,0.0,1,1.0,1.0,0.0,41.094611,20.026117,0.6666666666666666
504,Kyoei Steel Ltd,0.0,1,1.0,1.0,0.0,34.61929633333333,134.55528633333333,0.6666666666666666
505,LNM Group,0.0,1,1.0,1.0,0.0,-7.355128628104116,112.70372968835899,0.6666666666666666
506,Laiwu Steel Yinshan Section Co Ltd,0.0,1,1.0,1.0,0.0,36.106143,117.820108,0.6666666666666666
507,Lamines Marchands Europeens SA,0.0,1,1.0,1.0,0.0,50.3292,3.490913,0.6666666666666666
508,Laminorul Danube Metallurgical Enterprise SRL,0.0,1,1.0,1.0,0.0,45.512949,22.339896,0.6666666666666666
509,Langfang Guangyuan Metalwork Co Ltd,0.0,1,1.0,1.0,0.0,39.181466,116.838667,0.6666666666666666
510,Lao Cai Cast Iron and Steel,0.0,1,1.0,1.0,0.0,22.306931,104.12992,0.6666666666666666
511,Lebedinskiy GOK JSC,8968.0,1,1.0,1.0,0.0,51.261995,37.654622,0.6666666666666666
512,Lech Stahlwerke GmbH,0.0,1,1.0,1.0,0.0,48.512051,10.855292,0.6666666666666666
513,Lengshuijiang Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,27.690401,111.437288,0.6666666666666666
514,Lianfeng Steel (Zhangjiagang) Co Ltd,12000.0,1,1.0,1.0,0.0,31.855205,120.730505,0.6666666666666666
515,Lianyungang Huale Alloy Group Co Ltd,0.0,1,1.0,1.0,0.0,34.607964,119.447626,0.6666666666666666
516,Lianyungang Xingxin Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,34.38381,119.786878,0.6666666666666666
517,Lianyungang Yaxin Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,34.423786,119.778311,0.6666666666666666
518,Liaoyang United Steel Co Ltd,0.0,1,1.0,1.0,0.0,41.19138,122.877311,0.6666666666666666
519,Liaoyang Xinyi Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,41.225003,122.970488,0.6666666666666666
520,Liberty Galati SA,0.0,1,1.0,1.0,0.0,45.434119,27.976244,0.6666666666666666
521,Liberty Steel Group,2200.0,6,1.0,1.0,0.0,47.301026875,-14.077129999999999,0.6666666666666666
522,Libyan Iron and Steel Co,0.0,1,1.0,1.0,0.0,32.335185,15.215053,0.6666666666666666
523,Licheng Taihang Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.472303,113.344155,0.6666666666666666
524,Lingyuan Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,41.271048,119.41374,0.6666666666666666
525,Linyi Iron and Steel Investment Group Co Ltd,3840.0,1,1.0,1.0,0.0,35.15735,119.133999,0.6666666666666666
526,Linyi Jiangxin Steel Co Ltd,0.0,1,1.0,1.0,0.0,34.951117,118.305389,0.6666666666666666
527,Liuzhou IRON&STEEL Co Ltd,0.0,1,1.0,1.0,0.0,24.385304,109.37963,0.6666666666666666
528,Liyang Baorun Steel Co Ltd,0.0,1,1.0,1.0,0.0,31.471123,119.485941,0.6666666666666666
529,Lloyds Metals and Energy Ltd,1000.0,1,1.0,1.0,0.0,19.850123,79.4664715,0.6666666666666666
530,Long Son Phu My Iron & Steel Co,0.0,1,1.0,1.0,0.0,14.457367,109.0789538,0.6666666666666666
531,Longnan Fuxin Steel Co Ltd,0.0,1,1.0,1.0,0.0,24.912904,114.844503,0.6666666666666666
532,Luannan Huarui Steel Co Ltd,0.0,1,1.0,1.0,0.0,39.51833,118.715766,0.6666666666666666
533,Lucheng Xingbao Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.332449,113.15509,0.6666666666666666
534,Luoyang Luogang Group of Steel and Iron Co Ltd,0.0,1,1.0,1.0,0.0,34.798477,112.580505,0.6666666666666666
535,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,0.0,1,1.0,1.0,0.0,28.851779,105.70509,0.6666666666666666
536,Lvliang Jianlong Industrial Co Ltd,0.0,1,1.0,1.0,0.0,37.47311,112.06093,0.6666666666666666
537,MK Azovstal' PrAT,0.0,1,1.0,1.0,0.0,47.094724,37.596862,0.6666666666666666
538,MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,0.0,1,1.0,1.0,0.0,36.768975,36.213842,0.6666666666666666
539,MSP Steel & Power Ltd,2450.0,1,1.0,1.0,0.0,21.87673,83.554495,0.6666666666666666
540,MZ Balakovo JSC,0.0,1,1.0,1.0,0.0,51.936009,47.81591,0.6666666666666666
541,Maanshan Iron & Steel Co Ltd,25540.0,1,1.0,1.0,0.0,31.698884,118.468194,0.6666666666666666
542,Maegma Minerals,0.0,1,1.0,1.0,0.0,4.2405829,100.5949428,0.6666666666666666
543,Maghreb Steel SA,0.0,1,1.0,1.0,0.0,33.592793,-7.475613,0.6666666666666666
544,Magnitogorskiy Metallurgicheskiy Kombinat PJSC,16700.0,1,1.0,1.0,0.0,53.427593,59.054122,0.6666666666666666
545,Makran Steel Co,0.0,1,1.0,1.0,0.0,25.4483977,60.6408488,0.6666666666666666
546,Makstil AD,0.0,1,1.0,1.0,0.0,42.016228,21.46605,0.6666666666666666
547,Malaysia Steel Works (KL) Bhd,0.0,1,1.0,1.0,0.0,3.077835,101.46448,0.6666666666666666
548,Marcegaglia Holding SpA,0.0,1,1.0,1.0,0.0,43.445004,4.846805,0.6666666666666666
549,Marcegaglia Stainless Sheffield Ltd,0.0,1,1.0,1.0,0.0,53.399598,-1.395818,0.6666666666666666
550,Mariupolskyi Metalurgiinyi Kombinat Imeni Illicha PRAT,12340.0,1,1.0,1.0,0.0,47.1402768,37.5943416,0.6666666666666666
551,Mass Iraq Iron and Steel Industry Co,0.0,1,1.0,1.0,0.0,35.660125,45.039062,0.6666666666666666
552,Matesi,0.0,1,1.0,1.0,0.0,8.300159,-62.780136,0.6666666666666666
553,Max Aicher GmbH & Co KG,0.0,1,1.0,1.0,0.0,48.886028,21.82705,0.6666666666666666
554,Megasa Siderurgica SL,0.0,1,1.0,1.0,0.0,43.51421,-8.163839,0.6666666666666666
555,Megasider Zaragoza SA,0.0,1,1.0,1.0,0.0,41.56988,-0.856566,0.6666666666666666
556,Megasteel Sdn Bhd,0.0,1,1.0,1.0,0.0,2.8072653,101.6055808,0.6666666666666666
557,Meghna Re-rolling and Steel Mills Ltd,0.0,1,1.0,1.0,0.0,23.585487,90.648875,0.6666666666666666
558,Meranti Steel Pte Ltd,0.0,1,1.0,1.0,0.0,12.694465,101.148937,0.6666666666666666
559,Mesabi Mining LLC,7000.0,1,1.0,1.0,0.0,47.383441,-93.219413,0.6666666666666666
560,Mescier Demir Celik AŞ,0.0,1,1.0,1.0,0.0,41.565932,32.427758,0.6666666666666666
561,Mesco Kalinga Steel Ltd,770.0,1,1.0,1.0,0.0,20.976277,86.044419,0.6666666666666666
562,Metalfer Steel Mill Sremska Mitrovica doo,0.0,1,1.0,1.0,0.0,44.977213,19.64601,0.6666666666666666
563,Metallus Inc,0.0,1,1.0,1.0,0.0,40.766927,-81.418129,0.6666666666666666
564,Metinvest Holding LLC,0.0,2,1.0,1.0,0.0,45.9879545,20.935211,0.6666666666666666
565,Mianeh Steel,0.0,1,1.0,1.0,0.0,37.37881,47.736689,0.6666666666666666
566,Mikhailovsky HBI LLC,0.0,1,1.0,1.0,0.0,52.360448,35.397314,0.6666666666666666
567,Millcon Steel PCL,0.0,1,1.0,1.0,0.0,12.819544,101.152954,0.6666666666666666
568,Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd,0.0,1,1.0,1.0,0.0,26.961516,119.654272,0.6666666666666666
569,Mintal Group Co Ltd,0.0,1,1.0,1.0,0.0,41.7915,109.865367,0.6666666666666666
570,Minyuan Iron and Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,34.013369,116.422599,0.6666666666666666
571,Mitsui-Kobe Steel JV,0.0,1,1.0,1.0,0.0,19.529594,57.61573,0.6666666666666666
572,Mobarakeh Steel Co,12800.0,1,1.0,1.0,0.0,30.992492249999998,52.5163515,0.6666666666666666
573,Moldova Steel Works JSC,0.0,1,1.0,1.0,0.0,47.783771,29.02835,0.6666666666666666
574,Mono Steel (India) Ltd,0.0,1,1.0,1.0,0.0,23.312265,70.201953,0.6666666666666666
575,Moon Iron and Steel Company SAOC,0.0,1,1.0,1.0,0.0,24.409437,56.520134,0.6666666666666666
576,Mount Zynai 0304 Mining Corp,0.0,1,1.0,1.0,0.0,7.716994,122.998671,0.6666666666666666
577,Mughal Iron & Steel Industries Ltd,0.0,1,1.0,1.0,0.0,31.653035,74.183149,0.6666666666666666
578,Myanmar Economic Corp,0.0,1,1.0,1.0,0.0,21.07988165,96.20495439999999,0.6666666666666666
579,NLMK Indiana LLC,0.0,1,1.0,1.0,0.0,41.625912,-87.159989,0.6666666666666666
580,NMDC Steel Ltd,8426.0,1,1.0,1.0,0.0,17.13973905,79.5432955,0.6666666666666666
581,NR Ispat and Power Pvt Ltd,0.0,1,1.0,1.0,0.0,22.013086,83.330372,0.6666666666666666
582,Nakayama Steel Products Co Ltd,0.0,1,1.0,1.0,0.0,34.699762,135.430119,0.6666666666666666
583,Nakayama Steel Works Ltd,0.0,1,1.0,1.0,0.0,34.628162,135.459688,0.6666666666666666
584,Nanjing Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,32.200797,118.746315,0.6666666666666666
585,Nanyang Hanye SPECIAL STREET Co Ltd,0.0,1,1.0,1.0,0.0,33.269324,111.534635,0.6666666666666666
586,Natanz Steel Co,2000.0,1,1.0,1.0,0.0,33.428593,51.982273,0.6666666666666666
587,National Steel Co,0.0,1,1.0,1.0,0.0,26.244786,49.969064,0.6666666666666666
588,National Steel Complex Ltd,0.0,1,1.0,1.0,0.0,24.789621,67.353238,0.6666666666666666
589,Neelachal Ispat Nigam Ltd,2590.0,1,1.0,1.0,0.0,20.998641,86.019102,0.6666666666666666
590,Nervacero SA,0.0,1,1.0,1.0,0.0,43.30806,-3.026309,0.6666666666666666
591,New Zealand Steel Ltd,0.0,1,1.0,1.0,0.0,-37.206878,174.728098,0.6666666666666666
592,Neyriz Ghadir Steel Co,2500.0,1,1.0,1.0,0.0,29.168087,54.621487,0.6666666666666666
593,Nghi Son VAS Group JSC,0.0,1,1.0,1.0,0.0,19.326924,105.777449,0.6666666666666666
594,Nilachal Iron & Power Ltd,0.0,1,1.0,1.0,0.0,22.874863,86.063646,0.6666666666666666
595,Ningbo Haoyang New MATERIALS Techonology Co Ltd,0.0,1,1.0,1.0,0.0,30.267113,121.052503,0.6666666666666666
596,Ningbo Iron & Steel Co Ltd,5158.0,1,1.0,1.0,0.0,29.918776,121.876423,0.6666666666666666
597,Ningxia Boyu Hongxing Special Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,39.273832,106.75146,0.6666666666666666
598,Ningxia Iron and Steel (Group) Co Ltd,0.0,1,1.0,1.0,0.0,37.503054,105.078348,0.6666666666666666
599,Ningxia Jianlong Special Steel Co Ltd,7300.0,1,1.0,1.0,0.0,39.215452,106.688294,0.6666666666666666
600,Ningxia Xinghua Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,39.309571,106.79093,0.6666666666666666
601,Nippon Steel Corp,24078.0,1,1.0,1.0,0.0,35.2976642,135.4098151,0.6666666666666666
602,Nippon Steel Stainless Steel Corp,0.0,1,1.0,1.0,0.0,34.011835000000005,131.856312,0.6666666666666666
603,North American Stainless Inc,0.0,1,1.0,1.0,0.0,38.725418,-85.076015,0.6666666666666666
604,North Star BlueScope Steel Ltd,0.0,1,1.0,1.0,0.0,41.568783,-84.048129,0.6666666666666666
605,Novolipetsk Steel PJSC,2745.0,1,1.0,1.0,0.0,52.557372,39.629574,0.6666666666666666
606,Novorossiysk Rolling Plant LLC,0.0,1,1.0,1.0,0.0,47.740457,40.189445,0.6666666666666666
607,Nu-Iron Unlimited,0.0,1,1.0,1.0,0.0,10.399138,-61.486326,0.6666666666666666
608,Nucor Corp,0.0,1,1.0,1.0,0.0,36.997487030769236,-88.82675283076924,0.6666666666666666
609,Nucor Steel Decatur LLC,0.0,1,1.0,1.0,0.0,34.63963,-87.085738,0.6666666666666666
610,Nucor Steel Kankakee Inc,0.0,1,1.0,1.0,0.0,41.180734,-87.856196,0.6666666666666666
611,Nucor Steel Kingman LLC,0.0,1,1.0,1.0,0.0,35.143192,-114.089568,0.6666666666666666
612,Nucor Steel Louisiana LLC,0.0,1,1.0,1.0,0.0,30.076693,-90.859953,0.6666666666666666
613,Nucor Steel Memphis Inc,0.0,1,1.0,1.0,0.0,35.048395,-90.163033,0.6666666666666666
614,Nucor Steel Seattle Inc,0.0,1,1.0,1.0,0.0,47.569597,-122.367395,0.6666666666666666
615,Nucor Steel Tuscaloosa Inc,0.0,1,1.0,1.0,0.0,33.234761,-87.508498,0.6666666666666666
616,Nucor Yamato Steel Co,0.0,1,1.0,1.0,0.0,35.941421,-89.713819,0.6666666666666666
617,ORI Martin - Acciaieria e Ferriera di Brescia SpA,0.0,1,1.0,1.0,0.0,45.566054,10.2147,0.6666666666666666
618,Optimus Steel LLC,0.0,1,1.0,1.0,0.0,30.08201,-94.074694,0.6666666666666666
619,Orissa Metaliks Pvt Ltd,15900.0,1,1.0,1.0,0.0,22.199786666666665,86.18568800000001,0.6666666666666666
620,Orissa Metallurgical Industry Pvt Ltd,0.0,1,1.0,1.0,0.0,21.869228,84.013348,0.6666666666666666
621,Orissa Sponge Iron and Steel Ltd,0.0,1,1.0,1.0,0.0,21.801994,85.56751,0.6666666666666666
622,Orissa Steel & Power Pvt Ltd,6400.0,1,1.0,1.0,0.0,22.3591,87.017184,0.6666666666666666
623,Osaka Steel Co Ltd,0.0,1,1.0,1.0,0.0,34.59822,135.45439,0.6666666666666666
624,Oskol'skiy Elektrometallurgicheskiy Kombinat Imeni Alekseya Alekseyevicha Ugarova JSC,4500.0,1,1.0,1.0,0.0,51.142738,37.940532,0.6666666666666666
625,Outokumpu Stainless AB,0.0,2,1.0,1.0,1.0,62.957968,20.17464,1.0
626,Outokumpu Stainless USA LLC,0.0,1,1.0,1.0,0.0,31.148179,-87.98866,0.6666666666666666
627,Ovako AB,0.0,2,1.0,1.0,0.0,60.849074,22.550794500000002,0.6666666666666666
628,Ozkan Demir Celik Sanayi AŞ,0.0,1,1.0,1.0,0.0,38.737005,26.950824,0.6666666666666666
629,Ozmert Algeria SARL,0.0,1,1.0,1.0,0.0,35.47858,-0.62139,0.6666666666666666
630,POSCO Holdings Inc,13230.0,1,1.0,1.0,1.0,35.464698,128.57157899999999,1.0
631,POSCO Holdings Inc; JSW Steel Ltd,0.0,1,1.0,1.0,0.0,20.248632,86.156416,0.6666666666666666
632,PT Gunung Raja Paksi Tbk,0.0,1,1.0,1.0,0.0,-2.0263483333333334,107.244709,0.6666666666666666
633,PT Jakarta Prima Steel Industries,0.0,1,1.0,1.0,0.0,-6.181643,106.932331,0.6666666666666666
634,PT Krakatau Posco,1320.0,1,1.0,1.0,0.0,-5.998661,105.99866,0.6666666666666666
635,PT Krakatau Steel (Persero) Tbk,0.0,1,1.0,1.0,0.0,-6.007021,106.001766,0.6666666666666666
636,PT Mandan Steel,0.0,1,1.0,1.0,0.0,-3.339296,115.927125,0.6666666666666666
637,PT The Master Steel MFG,0.0,1,1.0,1.0,0.0,-6.18421,106.920067,0.6666666666666666
638,Pakistan Steel Mills Corp Pvt Ltd,960.0,1,1.0,1.0,0.0,24.809977,67.35244,0.6666666666666666
639,Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,31.763517,104.761441,0.6666666666666666
640,Pangang Group Xichang Steel and Vanadium Co Ltd,0.0,1,1.0,1.0,0.0,27.74799,102.20517,0.6666666666666666
641,Panhua Group Co Ltd,4080.0,1,1.0,1.0,0.0,7.196608,124.917231,0.6666666666666666
642,Panzhihua Steel Group Panzhihua Steel Vanadium Co Ltd,16450.0,1,1.0,1.0,0.0,26.565265,101.673737,0.6666666666666666
643,Pasargad Steel Complex Co,3400.0,1,1.0,1.0,0.0,29.191019,52.845405,0.6666666666666666
644,Pavgord doo,1875.0,1,1.0,1.0,0.0,44.224446,17.899815,0.6666666666666666
645,Peiner Traeger GmbH,0.0,1,1.0,1.0,0.0,52.313935,10.258482,0.6666666666666666
646,Perfect Channel Sdn Bhd,0.0,1,1.0,1.0,0.0,5.778871,100.49907,0.6666666666666666
647,Persian Gulf Saba Steel,0.0,1,1.0,1.0,0.0,27.189076,56.105633,0.6666666666666666
648,Perwaja Steel Sdn Bhd,0.0,1,1.0,1.0,0.0,4.264364,103.461728,0.6666666666666666
649,Pomina Steel JSC,0.0,1,1.0,1.0,0.0,10.589305,107.0429075,0.6666666666666666
650,Port Hedland Iron Pty Ltd,700.0,1,1.0,1.0,0.0,-20.395832,118.537975,0.6666666666666666
651,Posco (Zhangjiagang) Stainless Steel Co Ltd,0.0,1,1.0,1.0,0.0,31.980237,120.571455,0.6666666666666666
652,Posco Vietnam Co Ltd,0.0,1,1.0,1.0,0.0,10.560316,107.02684,0.6666666666666666
653,Prakash Industries Ltd,1650.0,1,1.0,1.0,0.0,22.004694,82.671666,0.6666666666666666
654,Prakash Sponge Iron and Power Pvt Ltd,0.0,1,1.0,1.0,0.0,14.152912,76.665824,0.6666666666666666
655,Premium Steel and Mines Ltd,0.0,1,1.0,1.0,0.0,5.480763,5.769839,0.6666666666666666
656,Promsort LLC,3400.0,1,1.0,1.0,0.0,55.41335566666667,44.77105233333333,0.6666666666666666
657,Qatar Steel Company QPSC,0.0,1,1.0,1.0,0.0,24.952688,51.584777,0.6666666666666666
658,QazSpetsSteel LLC,0.0,1,1.0,1.0,0.0,50.286408,57.168382,0.6666666666666666
659,Qazaqstan Steel Group LLP,7446.0,1,1.0,1.0,0.0,50.031766,72.994863,0.6666666666666666
660,Qeshm Steel Development Co,5000.0,1,1.0,1.0,0.0,26.826494,55.957708,0.6666666666666666
661,Qian'an City Jiujiang Wire Co Ltd,20800.0,1,1.0,1.0,0.0,39.952209,118.559444,0.6666666666666666
662,Qian'an Zhayi Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,40.044026,118.552001,0.6666666666666666
663,Qianxinan Prefecture Juxin Industry & Trade General Co,0.0,1,1.0,1.0,0.0,25.150857,105.041722,0.6666666666666666
664,Qingdao Special Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,35.6296,119.722335,0.6666666666666666
665,Qinhuangdao Baigong Steel Co Ltd,4200.0,1,1.0,1.0,0.0,39.748773,118.819472,0.6666666666666666
666,Qinhuangdao Hongxing Iron & Steel Co Ltd,9850.0,1,1.0,1.0,0.0,39.700721,118.871477,0.6666666666666666
667,Quzhou Yuanli METAL Products Co Ltd,0.0,1,1.0,1.0,0.0,28.893407,118.867125,0.6666666666666666
668,Rajhi Steel Industries Co Ltd,0.0,1,1.0,1.0,0.0,21.290402,39.183444,0.6666666666666666
669,Ramsarup Industries Ltd,0.0,1,1.0,1.0,0.0,22.977477,88.457443,0.6666666666666666
670,Rashmi Green Hydrogen Steel Pvt Ltd,6200.0,1,1.0,1.0,0.0,22.331489,87.398085,0.6666666666666666
671,Rashmi Metaliks Ltd,2700.0,1,1.0,1.0,0.0,23.033503500000002,87.186836,0.6666666666666666
672,Rashtriya Ispat Nigam Ltd,14301.0,1,1.0,1.0,0.0,17.612846,83.191918,0.6666666666666666
673,Republic Steel Corp,0.0,1,1.0,1.0,0.0,41.127235999999996,-81.7325635,0.6666666666666666
674,Rio Tinto Iron and Titanium Canada Inc,0.0,1,1.0,1.0,0.0,46.044367,-73.138474,0.6666666666666666
675,Riva Acciaio SpA,0.0,1,1.0,1.0,0.0,44.993105,8.4902225,0.6666666666666666
676,Riva Industries,0.0,1,1.0,1.0,0.0,33.165438,-8.5883,0.6666666666666666
677,Rizhao Steel Holding Group Co Ltd,0.0,1,1.0,1.0,0.0,35.16535,119.366672,0.6666666666666666
678,Rizhao Steel Yingkou Medium Plate Co Ltd,0.0,1,1.0,1.0,0.0,40.671136,122.395441,0.6666666666666666
679,Rockcheck Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,38.970638,117.495794,0.6666666666666666
680,Rungta Mines Ltd,34955.0,1,1.0,1.0,0.0,21.9107876,85.4521354,0.6666666666666666
681,S.C. Silcotub SA,0.0,1,1.0,1.0,0.0,44.217275,27.29968,0.6666666666666666
682,SGIS Songshan Co Ltd,0.0,1,1.0,1.0,0.0,24.708232,113.635898,0.6666666666666666
683,SIJ Acroni doo,0.0,1,1.0,1.0,1.0,46.423994,14.094645,1.0
684,SMS Group GmbH,0.0,1,1.0,1.0,0.0,26.787872,30.572474,0.6666666666666666
685,SN MAIA Siderurgia Nacional SA,0.0,1,1.0,1.0,0.0,41.255085,-8.555285,0.6666666666666666
686,SN SEIXAL Siderurgia Nacional SA,0.0,1,1.0,1.0,0.0,38.616023,-9.068527,0.6666666666666666
687,SSAB AB,0.0,2,1.0,1.0,0.0,62.96053966666667,21.255343,0.6666666666666666
688,SSAB Americas Holding AB,0.0,1,1.0,1.0,0.0,36.211895999999996,-89.416679,0.6666666666666666
689,SUE DPR UMP,0.0,1,1.0,1.0,0.0,47.982276,37.810634,0.6666666666666666
690,Saarstahl AG,0.0,2,1.0,1.0,0.0,49.822903,5.2051870000000005,0.6666666666666666
691,Sabzevar Pars Steel Complex,0.0,1,1.0,1.0,0.0,36.58952,57.571719,0.6666666666666666
692,Salzgitter Flachstahl GmbH,0.0,1,1.0,1.0,0.0,52.161794,10.409371,0.6666666666666666
693,Sam Montereau SAS,0.0,1,1.0,1.0,0.0,48.387211,2.981091,0.6666666666666666
694,Sansteel Minguang Co Ltd Fujian,13833.0,1,1.0,1.0,0.0,26.261109,117.614709,0.6666666666666666
695,Sanyo Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,34.788074,134.672046,0.6666666666666666
696,Sarmad Iron and Steel Complex Abarkouh,0.0,1,1.0,1.0,0.0,31.222989,53.392728,0.6666666666666666
697,Saudi Arabian Oil Co,0.0,1,1.0,1.0,0.0,27.502597,49.180369,0.6666666666666666
698,Saudi Iron and Steel Co,0.0,1,1.0,1.0,0.0,27.018411,49.576356,0.6666666666666666
699,Scaw Metals Group Pty Ltd,0.0,1,1.0,1.0,0.0,-26.273316,28.163761,0.6666666666666666
700,SeAH Besteel Holdings Corp,0.0,1,1.0,1.0,0.0,35.968596,126.609524,0.6666666666666666
701,SeAH Changwon Integrated Special Steel Corp,0.0,1,1.0,1.0,0.0,35.204191,128.604277,0.6666666666666666
702,SeAh Steel Holdings Corp,0.0,1,1.0,1.0,0.0,35.991176,129.375791,0.6666666666666666
703,Sentuo Steel Ltd,0.0,1,1.0,1.0,0.0,5.670032010618004,0.015856182946660486,0.6666666666666666
704,Sev.en Global Investments AS,0.0,2,1.0,1.0,0.0,58.895638000000005,5.5152505000000005,0.6666666666666666
705,Severskiy Trubnyi Zavod JSC,0.0,1,1.0,1.0,0.0,56.478428,60.249411,0.6666666666666666
706,Severstal PJSC,18702.0,1,1.0,1.0,0.0,59.143998,37.86295,0.6666666666666666
707,Shaanxi Hanzhong Iron & Steel Group Co,600.0,1,1.0,1.0,0.0,33.132446,106.657646,0.6666666666666666
708,Shaanxi Huaxin Special Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,34.523278,109.986042,0.6666666666666666
709,Shaanxi Iron and Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,-4.138431,104.994091,0.6666666666666666
710,Shaanxi LONG MEN IRON&STEEL Co Ltd,0.0,1,1.0,1.0,0.0,35.618466,110.575788,0.6666666666666666
711,Shaanxi Lueyang Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,33.323678,106.167206,0.6666666666666666
712,Shagang Group Anyang Yongxing Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.143573,114.149964,0.6666666666666666
713,Shakambhari Ispat & Power Ltd,396.0,1,1.0,1.0,0.0,23.613861,86.789527,0.6666666666666666
714,ShanXi TongCai Industry and Trade Co Ltd,0.0,1,1.0,1.0,0.0,35.694321,111.429381,0.6666666666666666
715,Shandong Chuanyang Group Co Ltd,0.0,1,1.0,1.0,0.0,36.894784,117.888366,0.6666666666666666
716,Shandong Guangfu Group Co Ltd,1900.0,1,1.0,1.0,0.0,36.863145,117.616918,0.6666666666666666
