,Owner,total_capacity,num_countries,avg_iso14001,avg_iso50001,avg_responsible,centroid_lat,centroid_lon,env_score
241,Evonith Metallics Ltd,1500.0,1,1.0,1.0,0.0,20.700508499999998,78.62942050000001,0.6666666666666666
242,Evraz NTMK JSC,2300.0,1,1.0,1.0,0.0,57.922851,60.033543,0.6666666666666666
243,Evraz North America PLC,0.0,2,1.0,1.0,0.0,44.37038,-104.619242,0.6666666666666666
244,Evraz ZSMK JSC,12410.0,1,1.0,1.0,0.0,53.88618,87.257618,0.6666666666666666
245,Ezhou Hongtai Steel Co Ltd,0.0,1,1.0,1.0,0.0,30.532352,114.747597,0.6666666666666666
246,Ezz Steel Co,0.0,1,1.0,1.0,0.0,30.382179,30.563029,0.6666666666666666
247,F&F Steel,0.0,1,1.0,1.0,0.0,36.115147,43.977052,0.6666666666666666
248,Faizan Steel,0.0,1,1.0,1.0,0.0,24.897652,66.985678,0.6666666666666666
249,Fangchenggang Jinxi Steel Technology Co Ltd,0.0,1,1.0,1.0,0.0,21.646525,108.369582,0.6666666666666666
250,Fangda Special Steel Technology Co Ltd,3843.0,1,1.0,1.0,0.0,28.645441,115.99204,0.6666666666666666
251,Feng Hsin Steel Co Ltd,0.0,1,1.0,1.0,0.0,24.31287,120.712774,0.6666666666666666
252,Feralpi Siderurgica SpA,0.0,1,1.0,1.0,0.0,45.460582,10.456748,0.6666666666666666
253,Ferriera Valsabbia SpA,0.0,1,1.0,1.0,0.0,45.642905,10.380199,0.6666666666666666
254,Ferriere Nord SpA,0.0,1,1.0,1.0,0.0,46.232199,13.079104,0.6666666666666666
255,Ferrostal Labedy SP zoo,0.0,1,1.0,1.0,0.0,50.357438,18.610739,0.6666666666666666
256,Formosa Ha Tinh Steel Corp,13000.0,1,1.0,1.0,0.0,18.036333,106.428271,0.6666666666666666
257,Fortescue Ltd,0.0,1,1.0,1.0,0.0,-22.398723,119.725896,0.6666666666666666
258,"Fugang METAL Manufacturing Co.ltd.,jilinjigang Steel Group",0.0,1,1.0,1.0,0.0,44.022802,125.505627,0.6666666666666666
259,Fuhai Group New Energy Holding Co Ltd,0.0,1,1.0,1.0,0.0,-1.556636,103.679366,0.6666666666666666
260,Fujian Dingsheng Steel Co Ltd,0.0,1,1.0,1.0,0.0,27.224477,120.328828,0.6666666666666666
261,Fujian Dingxin Industry Co Ltd,300.0,1,1.0,1.0,0.0,26.7695,119.738519,0.6666666666666666
262,Fujian Fuxin Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,24.472439,117.94885,0.6666666666666666
263,Fujian Great Dong Hai Industrial Group Co Ltd,0.0,1,1.0,1.0,0.0,25.737777,119.592239,0.6666666666666666
264,Fujian Hengwang Investment Co Ltd,0.0,1,1.0,1.0,0.0,42.3375414,69.7356008,0.6666666666666666
265,Fujian Longgang New Materials Co Ltd,0.0,1,1.0,1.0,0.0,25.357408,117.362096,0.6666666666666666
266,Fujian Luoyuan Minguang Iron & Steel Co Ltd,2230.0,1,1.0,1.0,0.0,26.483815,119.67105,0.6666666666666666
267,Fujian Qingtuo New Material Co Ltd,0.0,1,1.0,1.0,0.0,26.779301,119.767935,0.6666666666666666
268,Fujian San'an Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,25.244396,118.029905,0.6666666666666666
269,Fujian Sanbao Steel Co Ltd,0.0,1,1.0,1.0,0.0,24.635769,117.603677,0.6666666666666666
270,Fujian Tsingtuo Nickel Industry Co Ltd,1000.0,1,1.0,1.0,0.0,26.768925,119.765203,0.6666666666666666
271,Fujian Wuhang Stainless Steel Products Co Ltd,0.0,1,1.0,1.0,0.0,25.95923,119.452018,0.6666666666666666
272,Fujian Yixin Steel & Iron Co Ltd,0.0,1,1.0,1.0,0.0,26.491308,119.63624,0.6666666666666666
273,Fulun Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.308447,117.540425,0.6666666666666666
274,Fushun HANWANG Direct Reduced Iron Co Ltd,0.0,1,1.0,1.0,0.0,41.670998,123.85143,0.6666666666666666
275,Fushun New Steel Corp Ltd,0.0,1,1.0,1.0,0.0,41.841223,123.753895,0.6666666666666666
276,Fushun Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,41.838774,123.806586,0.6666666666666666
277,Fuzhou Wuhang Steel Products Co Ltd,0.0,1,1.0,1.0,0.0,25.995101,119.495725,0.6666666666666666
278,G J Steel PCL,0.0,1,1.0,1.0,0.0,13.054668,101.078842,0.6666666666666666
279,G Steel PCL,0.0,1,1.0,1.0,0.0,12.793786,101.244592,0.6666666666666666
280,GFG Alliance Ltd,0.0,1,1.0,1.0,0.0,-33.009381,137.587836,0.6666666666666666
281,GLGH Steel,0.0,1,1.0,1.0,0.0,45.293492,21.90241,0.6666666666666666
282,GPH Ispat Ltd,0.0,1,1.0,1.0,0.0,22.536569,91.700729,0.6666666666666666
283,GV do Brasil Industria e Comercio de Aço Ltda,0.0,1,1.0,1.0,0.0,-21.632410999999998,-42.887049000000005,0.6666666666666666
284,Gallantt Ispat Ltd,0.0,1,1.0,1.0,0.0,26.757009,83.199086,0.6666666666666666
285,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,9500.0,1,1.0,1.0,0.0,39.812121,98.295555,0.6666666666666666
286,Gaolan County Lanxin Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.488866,103.922,0.6666666666666666
287,Georgsmarienhuette GmbH,0.0,1,1.0,1.0,0.0,52.2122334,8.0420724,0.6666666666666666
288,Gerdau Acominas SA,8367.0,1,1.0,1.0,0.0,-20.543507,-43.75295,0.6666666666666666
289,Gerdau Acos Longos SA,0.0,1,1.0,1.0,0.0,-23.014758,-46.28457325,0.6666666666666666
290,Gerdau Ameristeel Corp,0.0,2,1.0,1.0,0.0,38.195105875,-87.21793325,0.6666666666666666
291,Gerdau Corsa SAPI de CV,0.0,1,1.0,1.0,0.0,19.6918405,-98.88839899999999,0.6666666666666666
292,Gerdau SA,0.0,1,1.0,1.0,0.0,-22.89918,-45.347726,0.6666666666666666
293,Ghaenat Steel Complex,0.0,1,1.0,1.0,0.0,33.926909,59.007852,0.6666666666666666
294,Global Steel Wire SA,0.0,1,1.0,1.0,0.0,43.445344,-3.839228,0.6666666666666666
295,Godawari Power and Ispat Ltd,7100.0,1,1.0,1.0,0.0,21.470623,81.7106675,0.6666666666666666
296,Godo Steel Ltd,0.0,1,1.0,1.0,0.0,35.057881,136.68735066666667,0.6666666666666666
297,Gohar Zamin Iron Ore Co,5000.0,1,1.0,1.0,0.0,29.134614,55.360773,0.6666666666666666
298,Government of North Korea,0.0,1,1.0,1.0,0.0,40.300073,127.68613049999999,0.6666666666666666
299,GravitHy,0.0,2,1.0,1.0,0.0,52.855224,13.115966,0.6666666666666666
300,Green Steel of WA Pty Ltd,0.0,1,1.0,1.0,0.0,-31.054427999999998,115.5199465,0.6666666666666666
301,Groupe Industriel Sider SpA,0.0,1,1.0,1.0,0.0,36.795924,7.707633,0.6666666666666666
302,Grupo Acerero SA de CV,0.0,1,1.0,1.0,0.0,22.087328,-100.901902,0.6666666666666666
303,GuangDong Xinxing Ductile Iron Pipes Co Ltd,0.0,1,1.0,1.0,0.0,22.09914,111.665479,0.6666666666666666
304,"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",0.0,1,1.0,1.0,0.0,31.0494162,119.5296269,0.6666666666666666
305,Guangdong Guangqing METAL Technology Co Ltd,300.0,1,1.0,1.0,0.0,21.697069,111.848841,0.6666666666666666
306,Guangdong Jingye Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,23.454666,116.498483,0.6666666666666666
307,Guangdong Jinshenglan Metallurgical Technology Co Ltd,0.0,1,1.0,1.0,0.0,22.888729,112.263081,0.6666666666666666
308,Guangdong Nanfang Donghai Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,22.907614,112.224952,0.6666666666666666
309,Guangdong Yuebei United Steel Co Ltd,0.0,1,1.0,1.0,0.0,24.262452,113.728198,0.6666666666666666
310,Guangshui Huaxin Smelt Industry Co Ltd,0.0,1,1.0,1.0,0.0,31.50221,114.008142,0.6666666666666666
311,Guangxi BG New Materials Co Ltd,3400.0,1,1.0,1.0,0.0,21.519924,109.506427,0.6666666666666666
312,Guangxi Chiji Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,23.402121,111.134606,0.6666666666666666
313,Guangxi Deyuan Metallurgy Co Ltd,0.0,1,1.0,1.0,0.0,22.785653,109.11917,0.6666666666666666
314,Guangxi Guigang Iron and Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,23.088182,109.634638,0.6666666666666666
315,Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,0.0,1,1.0,1.0,0.0,23.089502,109.63938,0.6666666666666666
316,Guangxi Guixin Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,23.978962,111.735523,0.6666666666666666
317,Guangxi Hezhou Kexinda Metal Products Co Ltd,0.0,1,1.0,1.0,0.0,23.979937,111.745037,0.6666666666666666
318,Guangxi Iron and Steel Group Co Ltd,14230.0,1,1.0,1.0,0.0,21.580723,108.400896,0.6666666666666666
319,Guangxi Liugang Zhongjin Stainless Steel Co Ltd,1200.0,1,1.0,1.0,0.0,21.67261,109.741866,0.6666666666666666
320,Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,0.0,1,1.0,1.0,0.0,23.1567485,109.43017850000001,0.6666666666666666
321,Guangxi Shenglong Metallurgical Co Ltd,0.0,1,1.0,1.0,0.0,21.687637,108.412344,0.6666666666666666
322,Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,0.0,1,1.0,1.0,0.0,23.518229,111.235509,0.6666666666666666
323,Guilin Pinggang Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,24.673567,110.78959,0.6666666666666666
324,Guizhou Ganglian Industrial Group Co Ltd,0.0,1,1.0,1.0,0.0,27.615147,106.949926,0.6666666666666666
325,Guizhou Hexing Metal Products Co Ltd,0.0,1,1.0,1.0,0.0,26.509525,107.570458,0.6666666666666666
326,Guizhou United Steel (Group) Co Ltd,0.0,1,1.0,1.0,0.0,27.591691,106.814024,0.6666666666666666
327,Gulf Tubing Co,0.0,1,1.0,1.0,0.0,27.502041,49.189647,0.6666666666666666
328,H2gs AB,0.0,1,1.0,1.0,0.0,-34.4637185,150.8865407,0.6666666666666666
329,HBIS Group Serbia Iron & Steel Beograd doo,0.0,1,1.0,1.0,0.0,44.606332,20.970066,0.6666666666666666
330,HBIS Laoting Steel Co Ltd,8803.0,1,1.0,1.0,0.0,39.257823,119.033567,0.6666666666666666
331,HES Hennigsdorfer Elektrostahlwerke GmbH,0.0,1,1.0,1.0,0.0,52.650903,13.212683,0.6666666666666666
332,Habas Industrial and Medical Gases Production Industries AŞ,0.0,1,1.0,1.0,0.0,38.751462,26.950172,0.6666666666666666
333,Hadeed Metal Manufacturing Co,0.0,1,1.0,1.0,0.0,33.626258,36.574968,0.6666666666666666
334,Hai Kwang Enterprise Corp,0.0,1,0.0,0.0,0.0,22.550634,120.365645,0.0
335,Halyvourgiki SA,0.0,1,1.0,1.0,0.0,38.043873,23.508083,0.6666666666666666
336,Handan Iron and Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,36.601308,114.439889,0.6666666666666666
337,Hanshan Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.685881,113.837073,0.6666666666666666
338,Hbzx HIGH Tech Co Ltd,0.0,1,1.0,1.0,0.0,40.607977,115.067516,0.6666666666666666
339,Hebei Anfeng Iron & Steel Co Ltd,5900.0,1,1.0,1.0,0.0,39.65849,118.894804,0.6666666666666666
340,Hebei Baoxin Iron and Steel Group Co Ltd,2000.0,1,1.0,1.0,0.0,36.555205,114.108273,0.6666666666666666
341,Hebei Bishi Industry Group Co Ltd,2400.0,1,1.0,1.0,0.0,-6.896426,110.220286,0.6666666666666666
342,Hebei Donghai SPECIAL Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,39.610605,118.474722,0.6666666666666666
343,Hebei Huaxi Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,39.260784,119.005925,0.6666666666666666
344,Hebei Huaxin Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.53048,114.245262,0.6666666666666666
345,Hebei Jinxi Iron & Steel Group Co Ltd,16840.0,1,1.0,1.0,0.0,40.209844,118.220547,0.6666666666666666
346,Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,0.0,1,1.0,1.0,0.0,36.664097,114.115263,0.6666666666666666
347,Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.640411,113.981172,0.6666666666666666
348,Hebei New Wuan Steel Group Wenan IRON&STEEL Co Ltd,4000.0,1,1.0,1.0,0.0,36.655461,114.06882949999999,0.6666666666666666
349,Hebei PROVINCE Longfengshan Casting Industry Co Ltd,0.0,1,1.0,1.0,0.0,36.705105,114.105387,0.6666666666666666
350,Hebei Puyang Iron and Steel Co Ltd,10416.0,1,1.0,1.0,0.0,36.733675,113.925995,0.6666666666666666
351,Hebei Rongxin Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,39.880661,118.558755,0.6666666666666666
352,Hebei Taihang Iron and Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,36.613716,114.082349,0.6666666666666666
353,Hebei Tangyin IRON&STEEL Co Ltd,6500.0,1,1.0,1.0,0.0,39.4298775,118.321497,0.6666666666666666
354,Hebei Tianzhu IRON&STEEL (GROUP) Co Ltd,0.0,1,1.0,1.0,0.0,39.803524,118.205663,0.6666666666666666
355,Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,39.270032,119.01376,0.6666666666666666
356,Hebei Wenfeng STEEL&IRON Co Ltd,0.0,1,1.0,1.0,0.0,36.64577,114.124258,0.6666666666666666
357,Hebei Xinda Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,39.898362,118.579364,0.6666666666666666
358,Hebei Xinfeng High-pressure Flange and Pipe Fitting Co Ltd,0.0,1,1.0,1.0,0.0,29.71349,32.31094,0.6666666666666666
359,Hebei Xinghua Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.744936,114.111602,0.6666666666666666
360,Hebei Xinjin Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.715632,114.208992,0.6666666666666666
361,Hebei Xinwuan Iron and Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,3.586453,113.359851,0.6666666666666666
362,Hebei Xinxing Ductile Iron Pipes Co Ltd,0.0,1,1.0,1.0,0.0,36.621504,114.128189,0.6666666666666666
363,Hebei Yanshan Iron and Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,39.925508,118.672757,0.6666666666666666
364,Hebei YongYang Special Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,36.786851,114.376132,0.6666666666666666
365,Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,39.222566,118.094201,0.6666666666666666
366,Heilongjiang Jianlong Iron and Steel Co Ltd,5440.0,1,1.0,1.0,0.0,46.602297,131.071877,0.6666666666666666
367,Hejin Huaxinyuan Steel & Iron Co Ltd,0.0,1,1.0,1.0,0.0,35.605506,110.652056,0.6666666666666666
368,Hellenic Halyvourgia SA,0.0,1,1.0,1.0,0.0,39.38588,22.80745,0.6666666666666666
369,Henan Angang Zhoukou Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,33.364534,115.099661,0.6666666666666666
370,Henan Changtai Stainless Steel Plate Co Ltd,0.0,1,1.0,1.0,0.0,34.702951,112.955911,0.6666666666666666
371,Henan Fengbao SPECIAL Steel Co Ltd,0.0,1,1.0,1.0,0.0,36.131666,113.872158,0.6666666666666666
372,Henan Jiyuan Iron & Steel (Group) Co Ltd,0.0,1,1.0,1.0,0.0,35.086396,112.553774,0.6666666666666666
373,Henan Xinjinhui Stainless Steel Industry Co Ltd,0.0,1,1.0,1.0,0.0,34.263509,113.853979,0.6666666666666666
374,Henan YAXIN Steel Industry Co Ltd,0.0,1,1.0,1.0,0.0,35.879956,114.334825,0.6666666666666666
375,Hengyang Valin Steel Tube Co Ltd,0.0,1,1.0,1.0,0.0,26.865484,112.576853,0.6666666666666666
376,Heping Yueshen Steel Industrial Co Ltd,0.0,1,1.0,1.0,0.0,24.49796,114.93888,0.6666666666666666
377,Heyuan Derun Steel Co Ltd,0.0,1,1.0,1.0,0.0,23.5457045,114.820847,0.6666666666666666
378,Hezhou Xindu Sanyuan Casting Co Ltd,0.0,1,1.0,1.0,0.0,23.987007,111.739775,0.6666666666666666
379,Hezhou Zhaoxin Hardware Products Co Ltd,0.0,1,1.0,1.0,0.0,23.978567,111.735529,0.6666666666666666
380,Hmisho Steel SA,0.0,1,1.0,1.0,0.0,34.364258,36.803848,0.6666666666666666
381,Hoa Phat Dung Quat Steel JSC,3800.0,1,1.0,1.0,0.0,15.37768,108.793321,0.6666666666666666
382,Hoa Phat Hai Duong Steel JSC,300.0,1,1.0,1.0,0.0,21.01536,106.536023,0.6666666666666666
383,Hoa Sen Group,0.0,1,1.0,1.0,0.0,10.595295,107.044846,0.6666666666666666
384,Honghe Iron and Steel Co Ltd,3200.0,1,1.0,1.0,0.0,23.470733,103.272784,0.6666666666666666
385,Hospet Steels Ltd,700.0,1,1.0,1.0,0.0,15.339055,76.251696,0.6666666666666666
386,Houying Group Haicheng Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,40.981855,122.948643,0.6666666666666666
387,Huahong Iron and Steel Products Co Ltd,0.0,1,1.0,1.0,0.0,28.090098,119.519509,0.6666666666666666
388,Huainan Hongtai Steel Limited Liability Co,0.0,1,1.0,1.0,0.0,32.619248,116.905869,0.6666666666666666
389,Huangshi Xingang Heavy Industry Technology Co Ltd,0.0,1,1.0,1.0,0.0,30.097108,115.284652,0.6666666666666666
390,Hubei Dazhan Steel & Iron Co Ltd,0.0,1,1.0,1.0,0.0,31.006752,113.754995,0.6666666666666666
391,Hubei Jinshenglan Metallurgical Technology Co Ltd,4800.0,1,1.0,1.0,0.0,29.916729,113.822921,0.6666666666666666
392,Hubei Lijin Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,32.127263,112.715688,0.6666666666666666
393,Hubei Shunle Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,29.925026,113.826118,0.6666666666666666
394,Hubei Wucheng Iron and Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,30.341239,114.857744,0.6666666666666666
395,Hubei Xinxin Steel Group Co Ltd; natural person(s),0.0,1,1.0,1.0,0.0,30.067469,114.934091,0.6666666666666666
396,Hunan Valin Lianyuan Iron and Steel Co Ltd,14000.0,1,1.0,1.0,0.0,27.780956,112.43236,0.6666666666666666
397,Hwanyoung Steel Industries Co Ltd,0.0,1,1.0,1.0,0.0,36.956486,126.616956,0.6666666666666666
398,Hybar LLC,0.0,1,1.0,1.0,0.0,35.686814,-89.961981,0.6666666666666666
399,Hybrit Development AB,0.0,1,1.0,1.0,0.0,67.189096,20.720752,0.6666666666666666
400,Hydnum Steel SL,0.0,1,1.0,1.0,0.0,38.688849,-4.107015,0.6666666666666666
401,Hyron Africa,0.0,1,1.0,1.0,0.0,-22.084183,17.4099154,0.6666666666666666
402,Hyundai Steel Co,0.0,2,1.0,1.0,0.0,35.25001025,118.56025525,0.6666666666666666
403,Hüttenwerke Krupp Mannesmann GmbH,7080.0,1,1.0,1.0,0.0,51.371279,6.72331,0.6666666666666666
404,Industrie Riunite Odolesi IRO SpA,0.0,1,1.0,1.0,0.0,45.645688,10.374305,0.6666666666666666
405,Infrabuild Australia Pty Ltd,0.0,1,1.0,1.0,0.0,-35.798694499999996,147.818994,0.6666666666666666
406,Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd,0.0,1,1.0,1.0,0.0,43.696186,122.219433,0.6666666666666666
407,Inner Mongolia BaoTou Steel Union Co Ltd,5810.0,1,1.0,1.0,0.0,40.647997,109.740898,0.6666666666666666
408,Inner Mongolia Desheng Metal Products Co Ltd,0.0,1,1.0,1.0,0.0,39.867015,106.890377,0.6666666666666666
409,Inner Mongolia Mingtuo Ferrite New Material Co Ltd,0.0,1,1.0,1.0,0.0,40.597557,109.683202,0.6666666666666666
410,Inner Mongolia Wanzhou Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,40.977329,110.022924,0.6666666666666666
411,Inner Mongolia Yaxinlongshun Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,40.689778,110.214707,0.6666666666666666
412,Interpipe Ltd,0.0,1,1.0,1.0,0.0,48.498914,35.096336,0.6666666666666666
413,Iran Alloy Steel Co,0.0,1,1.0,1.0,0.0,31.940106,54.037614,0.6666666666666666
414,Iranian Alborz Steel Co,0.0,1,1.0,1.0,0.0,36.614049,53.234213,0.6666666666666666
415,Iranian Ghadir Iron & Steel Co,0.0,1,1.0,1.0,0.0,32.3912,53.7496,0.6666666666666666
416,Iranian Sirjan Steel Co,2500.0,1,1.0,1.0,0.0,29.928062,56.736539,0.6666666666666666
417,Isatis Sponge Iron Co,0.0,1,1.0,1.0,0.0,31.66328,54.592416,0.6666666666666666
418,Iskenderun Demir ve Celik AŞ,0.0,1,1.0,1.0,0.0,36.735672,36.204581,0.6666666666666666
419,Iton Seine SAS,0.0,1,1.0,1.0,0.0,49.033678,1.561022,0.6666666666666666
420,Ittehad Steels Pvt Ltd,0.0,1,1.0,1.0,0.0,31.643426,73.198542,0.6666666666666666
421,Ivaco Rolling Mills 2004 LP,0.0,1,1.0,1.0,0.0,45.613941,-74.704608,0.6666666666666666
422,Izmir Demir Celik Sanayi AŞ,0.0,1,1.0,1.0,0.0,38.739596,26.929091,0.6666666666666666
423,Içdaş Çelik Enerji Tersane Ve Ulaşim Sanayi AŞ,0.0,1,1.0,1.0,0.0,40.441491,27.137563,0.6666666666666666
424,JFE Bars & Shapes Corp,0.0,1,1.0,1.0,0.0,35.056672999999996,136.36677866666665,0.6666666666666666
425,JFE Steel Corp,720.0,1,1.0,1.0,0.0,35.6587466,137.6000342,0.6666666666666666
426,JSW Bengal Steel Ltd,0.0,1,1.0,1.0,0.0,22.575726,87.310258,0.6666666666666666
427,JSW Green Steel Ltd,0.0,1,1.0,1.0,0.0,18.530853,72.947091,0.6666666666666666
428,JSW Ispat Special Products Ltd,3380.0,1,1.0,1.0,0.0,21.983709,83.238133,0.6666666666666666
429,JSW JFE Electrical Steel Pvt Ltd,0.0,1,1.0,1.0,0.0,15.042769,76.445529,0.6666666666666666
430,JSW Jharkhand Steel Ltd,29600.0,1,1.0,1.0,0.0,23.188108,85.715097,0.6666666666666666
431,JSW Steel Italy Piombino SpA,0.0,1,1.0,1.0,0.0,42.93652,10.537794,0.6666666666666666
432,JSW Steel Ltd,50935.0,1,1.0,1.0,0.0,17.067144216666666,78.33984285,0.6666666666666666
433,JSW Steel USA Ohio Inc,0.0,1,1.0,1.0,0.0,40.314891,-80.605553,0.6666666666666666
434,JSW Utkal Steel Ltd,24775.0,1,1.0,1.0,0.0,20.216667,86.55,0.6666666666666666
435,JSW Vijayanagar Metallics Ltd,5750.0,1,1.0,1.0,0.0,15.203176,76.659122,0.6666666666666666
436,Jai Balaji Industries Ltd,1558.0,1,1.0,1.0,0.0,23.485256999999997,87.36084149999999,0.6666666666666666
437,Jai Balaji Jyoti Steels Ltd,1600.0,1,1.0,1.0,0.0,22.085338,84.86184,0.6666666666666666
438,Jai Balaji Steels Purulia Ltd,13619.0,1,1.0,1.0,0.0,23.331734,86.363224,0.6666666666666666
439,Jayaswal Neco Industries Ltd,6900.0,1,1.0,1.0,0.0,21.354495,81.676444,0.6666666666666666
440,JiLin Province Xinda Steel Co Ltd,0.0,1,1.0,1.0,0.0,42.3249,125.246892,0.6666666666666666
441,Jianglong Acheng Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,45.562002,126.968128,0.6666666666666666
442,Jiangsu Changqiang Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,31.952064,120.189749,0.6666666666666666
443,Jiangsu Delong Nickel Industry Co Ltd,1000.0,1,1.0,1.0,0.0,34.443469,119.816574,0.6666666666666666
444,Jiangsu HONGTAI Metals Ware Co Ltd,0.0,1,1.0,1.0,0.0,32.138393,119.554693,0.6666666666666666
445,Jiangsu Longyuan Steel Co Ltd,0.0,1,1.0,1.0,0.0,34.538033,117.329589,0.6666666666666666
446,Jiangsu Province Binxin Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,35.09556,119.279989,0.6666666666666666
447,Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,4166.0,1,1.0,1.0,0.0,33.566039,118.988442,0.6666666666666666
448,Jiangsu Shente Steel Corp,5400.0,1,1.0,1.0,0.0,31.471123,119.485941,0.6666666666666666
449,Jiangsu Suxin Special Steel Co Ltd,0.0,1,1.0,1.0,0.0,31.400644,120.475103,0.6666666666666666
450,Jiangsu Xingda Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,34.501981,117.316278,0.6666666666666666
451,Jiangsu Xusteel Group Co Ltd,1200.0,1,1.0,1.0,0.0,34.577016,117.339638,0.6666666666666666
452,Jiangxi Taixin Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,28.60445,118.163615,0.6666666666666666
453,Jiangxi Yuanxing Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,24.881098,114.802833,0.6666666666666666
454,Jiangyin Huaxi Steel Co Ltd,1850.0,1,1.0,1.0,0.0,31.816482,120.424347,0.6666666666666666
455,Jiangyin Xicheng Steel Co Ltd,0.0,1,1.0,1.0,0.0,31.892299,120.198394,0.6666666666666666
456,Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,0.0,1,1.0,1.0,0.0,31.950191,120.328449,0.6666666666666666
457,Jianlong Beiman SPECIAL Steel Co Ltd,0.0,1,1.0,1.0,0.0,47.191285,123.616512,0.6666666666666666
458,Jianlong Xilin Iron and Steel Co Ltd,1400.0,1,1.0,1.0,0.0,47.495036,129.287919,0.6666666666666666
459,Jilin Jianlong Steel Co Ltd,0.0,1,1.0,1.0,0.0,44.011951,126.537086,0.6666666666666666
460,Jilin Jingang Lron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,43.20023,124.335697,0.6666666666666666
461,Jilin Steel Group Taihua Metal Equipment Manufacture Co Ltd,0.0,1,1.0,1.0,0.0,44.138826,125.914941,0.6666666666666666
462,Jilinheng Precision Casting Technology Co Ltd,0.0,1,1.0,1.0,0.0,43.196537,126.00063,0.6666666666666666
463,Jinan Iron & Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,36.718952,114.111677,0.6666666666666666
464,Jincheng FUSHENG Iron & Steel Co Ltd,0.0,1,1.0,1.0,0.0,35.662985,112.882395,0.6666666666666666
465,Jindal Shadeed Iron & Steel LLC,0.0,1,1.0,1.0,0.0,22.071424999999998,57.1393025,0.6666666666666666
466,Jindal Stainless Ltd,680.0,1,1.0,1.0,0.0,25.041096,80.9125305,0.6666666666666666
467,Jindal Steel & Power Ltd,39710.0,1,1.0,1.0,0.0,20.9652604,84.242291,0.6666666666666666
468,Jindal Steel Odisha Ltd,42670.0,1,1.0,1.0,0.0,20.874713,84.944082,0.6666666666666666
469,Jinding Heavy Industries Co Ltd,6000.0,1,1.0,1.0,0.0,36.718952,114.111677,0.6666666666666666
470,Jingye Iron and Steel Co Ltd,0.0,1,1.0,1.0,0.0,38.391372,114.139998,0.6666666666666666
471,Jingzhou Qunli Metal Products Co Ltd,0.0,1,1.0,1.0,0.0,30.3505,112.353782,0.6666666666666666
472,Jinye Steel Group Co Ltd,0.0,1,1.0,1.0,0.0,36.148131,113.209523,0.6666666666666666
